node,PC1,degree,influence_score
88,15.750057899824563,284,4.020302728837241
1935,15.473769556464513,310,4.014961891158618
452,15.680553637637644,281,4.005553250048143
1076,15.965120600075515,253,4.0050181379987695
528,15.680088258749944,279,4.002551820554317
184,15.698425410111122,277,4.002340234055842
1233,14.843774584676115,377,4.001148572133461
480,15.714655628309847,270,3.994261534295841
554,15.324280770702922,310,3.9926142573705237
300,15.825671169875845,253,3.9841713247600112
146,15.957787847204669,239,3.9805677450166863
74,15.38906631144454,293,3.9791437253909625
1046,15.33266351497048,298,3.977658474190353
925,15.664839255438713,263,3.9760343557618114
543,13.781473833796976,521,3.9752995068799875
780,16.003447936352593,227,3.9662646844398672
539,15.74151691949784,249,3.9650521743065217
274,14.900811329314726,338,3.964819080543989
700,15.94282249507382,231,3.964365644349205
3311,14.27939356503756,423,3.964082244611704
225,14.884543815330836,339,3.9636005168437825
367,15.387788802896509,280,3.960323426850347
723,15.87753491229398,230,3.95282618751615
1768,14.012377164278636,449,3.9486802893830726
525,15.969631776672143,214,3.9370262908977316
1443,14.750416384839472,330,3.932498514821654
470,15.7582808821229,228,3.931416486204244
1507,14.937125947449315,307,3.9307442090054874
1077,15.543019302287766,243,3.9253712767193165
592,15.353474779650943,257,3.9200173815389743
1095,15.142811860850363,275,3.916305305071745
672,15.86505110145576,211,3.91560387795365
678,15.848283149376256,212,3.915035645621647
336,15.937347310175513,205,3.914585315036539
243,15.46517235935909,243,3.9137336480956737
454,15.64009954630691,227,3.911946384128136
56,14.788554110849882,309,3.91119983967575
442,15.541392966944722,233,3.9078903063011685
255,14.881017830855615,296,3.9073756801282826
676,15.227037133818104,258,3.9027092680486826
924,15.411952284172312,240,3.9006815450764627
596,15.705658544139554,215,3.8994754372909126
1137,15.567844609125403,226,3.8993340658190556
1371,14.41106439018512,343,3.8976362026283606
186,15.504488739236132,229,3.8952710363510112
404,15.773778170856938,207,3.8941127332605214
90,14.194709051032753,366,3.8919522618277083
233,15.041129362292333,261,3.879661127713984
551,15.519256678142783,219,3.879167987038598
473,15.35446224042623,232,3.878181205059537
878,14.672276749121805,297,3.8775548215143663
477,16.276926427356173,163,3.871427494411063
1026,15.715665389573005,198,3.8672044830046013
804,15.411821106536824,219,3.86310704442118
575,15.421806297537842,217,3.8608378753648185
462,15.916009220452285,180,3.8581009877866954
659,15.080543603938782,244,3.8579188314395036
694,14.743770364356598,275,3.856651109712117
5237,13.979470735429238,363,3.8563944196401545
519,16.108985533209438,167,3.8562477546497442
109,14.159280226952648,339,3.855178169372426
2947,14.81186568171147,263,3.8485201682629686
2753,14.168624590933383,332,3.8480057782481136
299,14.59774121666142,283,3.846590737903502
889,15.672819255123546,191,3.846048469752904
355,15.335081511073437,216,3.8459791565505084
378,15.159783802869963,229,3.8437398151720212
326,15.616920810791948,192,3.8398318752607423
1084,15.119698542044915,230,3.8395344139068976
1050,15.222627913500869,220,3.836691992164619
564,15.757157202524548,181,3.836623171028636
1478,15.108352943996962,228,3.834256344887336
887,14.262075658972597,310,3.833821270165129
488,15.891523236229576,171,3.8334312930361167
686,15.187497219852236,221,3.833299881059803
4681,15.68982642708934,184,3.8332922513648557
1334,14.17124493069548,314,3.8255069278237754
1216,15.323830205969765,205,3.8228683645129866
89,14.810407882755255,247,3.822548579149225
939,13.560691483060785,386,3.819028498696092
549,15.209167198702282,210,3.8156057208810266
1771,15.554086068189973,185,3.8152205427835115
573,15.922833140147809,161,3.813438423896084
586,15.196073831720351,207,3.807749565996545
107,14.857435835830602,234,3.8073996242322403
562,15.241924298479056,203,3.806605140191172
342,13.74599690697434,344,3.7994085118698195
487,14.959755676169118,221,3.79925395185758
430,15.501002401679433,181,3.7983296384858125
504,15.56161450951274,177,3.798236516453156
684,16.04469099395244,148,3.7971979232066753
2637,14.51240670743051,258,3.795876511455094
116,14.833701542771951,229,3.794992567033381
1330,14.656193939773992,243,3.792796459588497
664,15.582589898926413,173,3.7920098852961885
490,14.882179687017889,223,3.7913512426623055
1162,15.55674796072336,174,3.7905072824241226
716,14.736144154151704,234,3.789267280258125
1049,15.555431722451228,172,3.7855756983169924
1185,15.38022237122316,183,3.784775733414724
75,14.726617277651949,232,3.7843223297445974
681,15.97205759147365,147,3.783565774287292
83,15.109542973149058,201,3.782756563404445
489,15.465274359813687,176,3.7815135629706402
1559,15.602969452827011,167,3.7806015314386743
228,16.035670294359942,142,3.778918604331998
948,15.546783513255148,169,3.7770769879153923
316,15.177513690636712,190,3.7698523554684833
426,15.640088094853107,160,3.76861919364186
4755,13.375492981716429,365,3.7683606674177663
264,15.44014143054361,172,3.7683405243890773
234,15.695253993664773,156,3.7665027254488166
240,14.664432152446592,227,3.7660902417700894
920,14.822773078285618,214,3.765578124617844
1297,15.660228406244206,157,3.7638820217761557
250,14.982315347447742,200,3.761692539344427
151,15.412047418019045,170,3.759350774136567
556,15.79796862499476,147,3.757540568118164
2215,13.766765281042549,308,3.7571178965131438
498,15.468234501309617,165,3.7555262184303198
3215,14.195250882534465,258,3.748463709267771
2630,13.41003539117976,343,3.7479886597236307
345,15.583807301874982,155,3.7472100321572164
563,15.706531572410212,147,3.743871303528103
645,15.716220291551728,146,3.742526987990465
913,14.79487595228935,204,3.7417885265797493
572,15.327218585102758,166,3.7369192529299955
1340,15.103531314792235,180,3.736640648109007
102,14.754957305715385,203,3.733806635836955
301,14.224939970141255,244,3.7300114664926536
1202,14.191784015138428,246,3.7284038565294857
508,15.795030268657706,137,3.7282836562644808
479,15.354864766810184,160,3.7259800990070953
420,15.69459333115424,141,3.7250390332878816
1213,14.477304223039408,218,3.7215259929315887
441,15.093155732646318,172,3.7164683436980015
822,14.808457069033816,190,3.714680710420767
385,14.967571001633656,178,3.7117384516382828
335,15.123336943147878,168,3.711344148265229
172,14.809595569675333,187,3.708329543110861
1193,15.06885535408239,170,3.7080457178759056
192,14.741351632403328,190,3.704648869467828
46,16.18699278926326,112,3.704549972353403
1104,15.231621607778289,158,3.7024069000296604
624,15.424365922701805,147,3.701689312583849
510,15.595128239496225,138,3.701373755428987
1430,15.463332496166885,144,3.6990789646866906
360,14.244546410923355,223,3.6960290760351135
533,15.461758116309776,143,3.6959929058827217
388,15.098323344749293,163,3.695233742234742
1765,15.533543942029688,139,3.695120165435334
180,15.180024015986278,158,3.6946933843980974
4027,15.381806527252175,145,3.6897224511290987
653,15.44561704229536,141,3.6878186431630295
929,13.412662749207255,295,3.686476534612621
666,14.766850683888022,180,3.686309010155968
787,15.04640424443795,162,3.684952740269538
1835,15.15879443031444,155,3.6836732794806055
114,13.485445118883062,285,3.6832001722020333
425,15.01905357537944,162,3.680863987171003
194,14.70259833417835,181,3.678973249145048
1725,14.183793248476036,218,3.6776479472379835
205,15.652111414558536,127,3.6759318271570347
446,15.435184260449049,137,3.674488940021487
816,15.581470254349526,129,3.6717579696963956
1027,14.892148013956232,165,3.6694049098381507
1036,15.134933463308045,150,3.6666872971114524
4737,14.686830975933985,175,3.6628073151142457
771,15.977735641969971,109,3.6621835091982415
1588,14.091102764961883,217,3.6619060620182498
80,13.474660475357345,271,3.660913557959792
1032,14.935987700813524,158,3.6582114892867534
165,14.800279134257847,166,3.6581451173586377
4524,15.226320025569162,140,3.6521239794028357
614,15.3596462723214,133,3.651080190118594
3016,14.867366458965847,159,3.6505356512397364
621,15.116492098405711,145,3.6500596117772965
675,15.456224473504458,128,3.6498536139440274
593,14.413503170306711,186,3.646919284165894
4746,12.422494054466766,383,3.6456694846721147
1048,15.270629146111016,135,3.643875383873663
2740,14.754580932535973,162,3.6413269895352007
438,14.483502396697885,178,3.6393732380451342
1070,15.229823651711213,135,3.637775218963345
1817,13.248211852637835,278,3.6375277928341987
591,15.184417223202932,137,3.6370008442693487
1161,13.60522419430354,243,3.6356830890136846
1111,14.781442902466754,157,3.632509112988039
692,14.34236689229128,184,3.631855521013949
263,15.180563357679915,135,3.6304111146548057
565,15.178277058435484,134,3.627029281397074
1138,13.826581196355416,219,3.626123642632744
402,14.48573841643421,172,3.6256632731363636
171,14.878196195364696,149,3.6255696404666544
794,14.765884377182216,155,3.6249356963614083
4223,15.288788414186955,127,3.6216173224419816
147,13.882403558942444,212,3.6211490043282493
1180,14.3580223212401,178,3.6206147555292274
2977,15.2059001187995,130,3.618769119122704
560,14.503176239396296,167,3.6161893593070635
1628,15.568018609849846,113,3.6156465362833066
1068,14.89852461101814,144,3.6146437362270665
1030,14.914480524396534,143,3.6141783460667622
111,14.35759172924407,175,3.613588117324866
1566,14.520254518745684,164,3.6113201935713697
1118,14.294963755022604,178,3.6111878962644908
842,15.109669892407762,132,3.6106247025938334
1458,15.404709834210047,118,3.608914771970932
884,14.527565577502957,162,3.607389620971361
719,15.459968605652902,115,3.6066578221461514
1821,13.017115406444862,280,3.605922656082366
2777,14.956786026096845,136,3.5999755845364705
391,15.055089165629523,131,3.599356349267474
450,14.661505746537037,151,3.5986318118814977
398,14.987227379035174,134,3.598468555260867
576,15.357298230347157,117,3.598350859750564
418,14.88192287786555,139,3.5977069124186682
449,14.256482413999548,174,3.596125756629931
677,14.88396147456704,137,3.5920845985066006
824,14.863958954325192,138,3.5920685434101824
5038,8.53099845684229,1383,3.5920396833746766
1341,14.706750286777424,146,3.591617567783257
319,14.310159136770556,168,3.589779177829869
386,14.35247739315521,164,3.586238567938965
168,15.132404600149815,123,3.585160863391631
368,14.813218748573057,138,3.584483201602071
1101,15.209902370600858,119,3.583239366512597
509,15.393197209286944,111,3.58222094905277
2189,14.938602011546596,131,3.5819422519677997
293,14.828770581592156,136,3.580838080285326
1308,14.572715061307251,149,3.5799021311728483
393,14.42214551303118,157,3.578796411803016
1657,15.437932939711695,108,3.577724506054386
604,15.513375100918507,105,3.5775063255573403
550,15.16706164354298,119,3.576834947113325
277,14.79632928519154,136,3.57598831039872
5536,14.73573862038218,139,3.5758532848359765
631,15.625633473488993,100,3.574384648127875
229,14.704774356115683,140,3.5741561802443043
492,14.204863415970294,168,3.574038129456847
4618,13.640610746685708,206,3.57323243096448
1653,15.531962276287697,103,3.5724385761281865
595,15.299031944579314,112,3.5718054077757593
3604,14.611381212595171,144,3.5717176031400055
1122,14.552257970947982,147,3.5713146558483175
261,14.50344774994472,149,3.569547103536966
2323,12.71298908967068,286,3.569160634258331
620,14.559497838489248,145,3.5667924711736196
1069,14.856785799898969,130,3.5665787229721095
762,15.155555154735604,116,3.5646857778003223
570,15.420563980102816,105,3.5636316464040867
128,12.873477779121322,264,3.5603007332836984
2669,14.98245503625674,122,3.5594089081175158
662,15.011470484768871,120,3.5569935258641365
779,15.242049104572228,110,3.5559308439697768
1552,14.522958251595126,143,3.5556482273834646
658,15.280250188173223,108,3.55415192588974
2619,14.913970229413058,123,3.5525062980402016
2253,13.359195189994288,217,3.5524904803157327
1040,14.886018390312964,124,3.551636320894878
3075,14.926512490070596,122,3.551045849116319
1043,15.10783894711588,114,3.5504501848173216
674,14.223421298949749,157,3.5490883909739406
235,14.889516519792108,123,3.548850622167358
354,14.818763821875432,126,3.548120804687995
73,14.796534508204644,127,3.548028457795
144,14.39877012858106,146,3.5455764700894936
1899,13.209081621813258,225,3.5448951728483236
2939,13.1718313543631,228,3.5447585401697745
852,15.019402570403935,116,3.544331822294929
1053,13.402651651365996,209,3.543586113324261
582,14.842288474070369,123,3.5417903262064288
688,14.884779662688508,121,3.5414443873356216
1304,12.754265723204757,263,3.5409219084949166
1071,14.075935960406522,162,3.5398738321494196
1367,15.011912069452997,115,3.539676186457932
2651,14.88378365482474,120,3.537905147424132
493,15.349901473436809,101,3.5372228481614756
1110,15.486791913552867,96,3.5369830349091274
382,14.869688348205646,120,3.535797987687369
1737,13.859408529755104,173,3.534405102485782
1094,14.48801766410772,137,3.532893487737135
3354,13.724574444183508,181,3.5327648254277744
143,14.45600319154382,138,3.531081721275442
803,15.360327045009893,99,3.5306242212241132
245,14.43720494634992,138,3.528271501784315
6917,12.96160776340682,235,3.5257343951449873
712,15.23368441320496,102,3.5238679342054455
3108,14.85346362427582,117,3.523030753236303
313,15.258081330450969,100,3.519437913168488
91,13.76623990551341,172,3.5181027685057344
1103,14.924296552577706,112,3.5157848222500636
1217,14.8134168182808,116,3.51353824717449
615,15.441909943697745,92,3.512926716364908
2091,14.549427724861433,127,3.5110875469930694
417,14.867250229963272,113,3.5108860685050973
1252,14.626804352458358,123,3.5095768045539466
5733,14.831244088433689,114,3.509100992113615
200,13.54356001458657,181,3.5057043060558097
1176,15.545689691861412,87,3.5056770934344392
599,14.930199947882045,109,3.5055835077187445
183,14.736616364676475,117,3.50556282242554
27,15.828098560343536,78,3.503453353642158
1667,14.560927541130813,124,3.5030372824561717
1087,14.494698217664098,126,3.499675033927758
340,15.098550598617742,101,3.499647472362171
2601,13.71133488440698,167,3.4978140542337393
1208,15.000389359025696,104,3.4969136563311167
714,13.584186399603633,174,3.4956217285159035
2577,14.744470407377063,113,3.49253125681976
244,14.524146142752356,121,3.4875319430396488
2510,13.78954846221094,158,3.48682602960785
923,15.20377856694268,94,3.486092250927298
1320,13.97845107623738,147,3.4855341320267748
1044,14.809225240732028,108,3.4837366570998816
4735,13.648706475796484,165,3.4835182161298017
1767,14.020772222710493,144,3.483425271707544
145,14.22799347511452,133,3.4819052104810986
406,13.975184477481433,145,3.479441296684062
315,14.5820610063914,116,3.4789520075946387
357,14.447358841747809,121,3.476052724222778
502,14.921201398316557,101,3.4731348817303695
685,14.79731010595853,104,3.466554584549354
5217,14.024205503866648,138,3.466530681238602
271,14.427911910735329,119,3.4663367083377667
1198,14.269011623411116,126,3.4659363067479725
1439,14.312339413029342,124,3.465874919924582
2736,13.316700522586956,178,3.464943692356818
3174,12.90242279082887,207,3.464863153223953
2948,14.580550096448333,112,3.464396887841488
5030,11.166078847921732,389,3.4642298610341715
796,14.773303944061077,104,3.462965814247898
344,14.090756872714262,133,3.461389201088565
642,14.659628484261548,108,3.4613728823695107
512,15.034201621690418,94,3.4607415635690835
5203,14.083457637513003,133,3.4602980113088107
4056,15.146431846882086,90,3.4597993684227237
2568,13.848157885926703,144,3.4576205134083438
269,14.6526377660534,107,3.4565312492890987
224,14.914430965533404,97,3.4556435731805983
3143,14.886405163538557,98,3.4556359009555884
3742,13.789096087578017,146,3.4544340333573342
1191,14.73986059359619,103,3.454024353699799
1127,14.734440620070597,103,3.4532141017275597
1461,15.214507228539608,86,3.451459638889342
2045,14.566726567708798,109,3.4512465221686264
4378,14.694615143760842,104,3.451202333239104
5220,14.347895682648218,118,3.4509276994232687
1387,14.42692893167001,114,3.4486584176937494
1476,14.618209809868825,106,3.447552604213601
1927,12.919599700716256,197,3.4471350485038266
4616,14.647814471919173,104,3.4442059269867826
1652,14.670078852137626,103,3.4435924219982574
131,14.531178497862031,108,3.4421704168366114
1842,14.470071233351112,110,3.4405250048583715
2750,14.16113479081668,123,3.439962132277278
2595,14.560605442875003,105,3.4350732507692374
6565,14.73232255165134,98,3.432601519038405
2610,14.285911666334396,115,3.431143689814485
568,15.07721957716703,86,3.4309359979963396
2081,13.442538922706609,156,3.429735982858637
687,14.884529689320845,92,3.4296018720157484
715,14.318373807123365,113,3.4288324935158174
1438,14.7893805671003,95,3.428455738226156
1471,13.785940459409955,137,3.4279373588768975
797,14.405890515639303,109,3.427202543396171
907,15.530689767310063,72,3.4264553586972353
2111,13.116108257451444,174,3.4256469885931984
164,14.823432798105424,93,3.424873920836941
472,14.139208768711072,119,3.423177403386828
2953,13.745187809627865,137,3.421845093904747
2576,15.176073657657728,81,3.4213327243340728
364,15.231310009427006,79,3.419418723348716
910,13.97549817998809,125,3.418801556055107
173,14.424218559555902,106,3.41855213171661
1236,14.98621498445596,86,3.4173313834389303
1042,15.31587245541706,76,3.416316029266932
4398,12.810490596090007,190,3.415997281889573
2263,14.29706637247475,110,3.4146618656621577
1164,15.16196935051161,80,3.414169869175047
2690,14.2890283581318,110,3.4134602330446704
772,14.385577026396003,106,3.4127754654090445
830,14.886454596155872,88,3.411780152503172
6653,14.823879790018912,90,3.411579863476911
531,14.850299266135604,89,3.4109777125090917
527,14.974495169895311,85,3.4108171605939743
455,14.992994924018667,84,3.4087648739838956
1189,14.862468427838923,88,3.4081943711163216
603,14.380617322127897,105,3.4081661581189673
3844,13.613197488143523,139,3.4080404418355013
2741,14.371934466831876,105,3.4068681258324522
2935,14.468006110621076,101,3.4053850349956423
3310,13.6756208650138,134,3.402391626144765
2096,14.473222750552512,100,3.402106489077675
2572,14.108843564061932,114,3.4011066547140616
82,12.402652039068176,212,3.399935453792998
1558,14.88062521546423,85,3.396784192471025
1154,14.63367961856357,93,3.396507013279804
118,14.376771515871608,102,3.3957648425899922
485,15.17236780840555,76,3.3948629866058093
839,14.728650773480751,89,3.392792027536977
640,14.659612600937924,91,3.3915249015507634
1686,15.406616488307147,69,3.3906211080233346
1470,13.532674515453166,137,3.3900756922795865
469,15.171137322521927,75,3.3892943280145076
2267,14.2499814152365,105,3.3886369112131804
736,13.861075340836248,121,3.3884070262018673
523,14.327528767991168,102,3.3884033613207114
770,14.881476329582275,83,3.3872186438600065
559,14.782919060580737,86,3.386939920733351
1637,13.985134655543307,115,3.386179417378982
1368,14.384291000577544,99,3.3847129679228782
3680,13.682180489850566,127,3.38143953685625
745,13.953415662759372,115,3.3814376273426845
1145,14.07352652355334,110,3.381244063415048
707,13.568333733602026,132,3.380204635658032
1306,13.78082169789245,122,3.3797722774731502
5614,13.84051326109601,119,3.378524302591857
744,14.85243029561044,82,3.3779431596664695
7954,12.24044784652331,213,3.377616338197265
1245,14.78250550553206,84,3.3772980290520658
193,14.47296589315619,94,3.3768403500688304
1373,14.398171260186782,96,3.3742410902767084
1045,14.253319850271678,101,3.373290788586582
879,14.239710983114326,101,3.3712563484916016
890,14.803742461351137,82,3.370664634495374
5,15.56066044887644,62,3.370249150014581
2165,14.425974201429582,94,3.369815387544458
6250,14.387547467088746,95,3.368384215688578
1464,14.35794149664554,96,3.3682269935107128
86,13.633991689645535,125,3.367748482451285
54,14.188643003711762,102,3.367640812593841
1159,14.51912001417345,90,3.366020192701354
81,13.73247822035602,120,3.3657922220520424
1165,14.735185252614452,83,3.365349047435853
4534,13.917230539067068,112,3.3652347836253362
456,14.221037338901974,100,3.3644063552679464
724,14.329036362422537,96,3.363905857641421
1190,14.27200988966127,98,3.363787669586297
1691,14.021766872572377,107,3.362220016354436
1365,12.934869785049615,159,3.361639546121428
3743,13.422672728502748,133,3.3615148210913803
1168,13.1401046051898,147,3.360206604432891
2654,14.41701949817004,92,3.359712037197623
5384,13.223571000272525,142,3.3585274366610856
1697,14.23532396004021,98,3.3583033537149065
280,14.331216878039008,94,3.355649763340046
2718,12.166467286118516,207,3.3548424314700913
1146,14.833762527341166,78,3.354806367083036
3216,13.91821626198387,109,3.354298307984463
1170,14.500211071568367,88,3.3540391734957566
875,13.371919838606166,133,3.3539275830834065
577,14.549027868683748,86,3.351974657779709
1560,13.659911274460224,119,3.351525440849977
1082,15.2222769970928,67,3.351122840592299
133,12.992993119220106,151,3.3491996623317952
2570,14.688062883147216,81,3.3483781811698927
2924,13.928466766658156,107,3.3482722370027016
252,13.952560470329711,106,3.348042212209811
579,14.396660683253453,90,3.347713292505512
2264,14.358970970480197,91,3.3465808676241
2650,14.633183705561375,82,3.3451671726334435
611,14.800433474751294,77,3.3445763683294074
1234,13.86920757184107,108,3.343209924531358
497,14.393214473411046,89,3.342646409221861
115,13.430169308060066,126,3.340534653547587
704,14.905807109938143,73,3.3386438287814286
2160,14.332437199483469,90,3.3381122853893253
177,14.4712473908122,85,3.3355847810256716
1592,14.847689446911977,74,3.335484872394031
828,13.866605410893817,106,3.335192471135784
3133,13.784530019595426,109,3.3343130550962097
4521,14.570868132963232,81,3.3308583027010443
1132,14.599665446704988,80,3.3301089701860977
1527,14.210575411428788,92,3.3288499439328563
782,15.282893385385885,62,3.328724720060478
1836,13.598837139251728,115,3.3284303669511983
53,13.693810769378915,111,3.3281733585928137
1072,13.761580205188432,108,3.3271203097600806
1728,13.448330910249064,121,3.32670432833162
1813,13.490267851832144,119,3.3261648155419534
1114,13.672553121031202,111,3.324995473789947
2580,14.393226344825596,85,3.323921125089276
6893,12.841094740387458,150,3.323772827055274
1179,13.944690324586182,100,3.3230942137390724
1572,14.58660001261699,79,3.323038631458672
1819,11.302796140432651,262,3.322373047639595
1063,14.222885156960189,90,3.3217349436738575
2550,14.19117873131468,91,3.321496982607231
1481,14.472128372787616,82,3.321090412774094
949,13.90261008085736,101,3.3208618826131437
1424,14.51840481208082,80,3.3179610161123705
904,13.343540425705193,123,3.317736914073553
2743,14.19581647200644,90,3.317688345426438
307,15.194388983665249,62,3.3154938683399924
284,13.072887736657936,135,3.3153268581152497
515,14.963689468943674,67,3.312465630609597
1222,14.47538702065428,80,3.3115301267030066
79,13.38673200089771,119,3.310686856651368
409,12.922243421339935,141,3.3105901487020324
221,14.561813513782248,77,3.3089041841244327
6026,14.317387737219455,84,3.3077658464095325
3027,12.399203698243944,168,3.304103351994571
538,15.015735591946369,64,3.301659992919238
5695,14.276215185207445,84,3.3016108086935056
1814,13.967742840093898,94,3.301312679457169
5276,14.367695921535775,81,3.3004853342287532
1195,13.792380270465523,100,3.30032481806573
5277,13.98729423720118,93,3.2998764619306113
922,12.944107417092743,136,3.29909278414443
1396,14.638392619395626,73,3.2986670434070087
2773,12.361041346357466,168,3.2983983202752585
5410,12.685800171191968,149,3.297820216206677
4531,14.30408115638935,82,3.2959684102637103
1102,14.505224334937235,76,3.295129230971697
1354,14.805668408770188,68,3.294856076374784
281,14.590611668164833,73,3.2915240915480277
1885,14.444918067521572,77,3.2914290497107013
853,14.624022677476034,72,3.2909143280567053
1395,14.735195253482722,69,3.2902478539563993
5684,13.752336236391448,99,3.290239703130995
1056,13.616695038246243,104,3.290060053247071
1459,13.20213866710002,121,3.289900135539937
1389,14.063570299222729,88,3.2887641227445057
635,14.721644768858098,69,3.2882221416830704
638,13.907718400628896,93,3.2879803745750373
1210,13.962167829025578,91,3.2872612922725732
4152,12.263135449757948,169,3.2861922433630517
1083,14.334670902685,79,3.285376813144759
3128,14.13461036102608,85,3.2852596611657123
651,14.264430492669876,81,3.2850478017375466
122,13.8250203296736,95,3.2842899446783957
7130,13.788278591007323,96,3.283065970006467
1140,14.492166086373976,74,3.2823363648057313
934,14.13771880278071,84,3.2809064701059643
1038,14.480535513840971,74,3.280597667321574
917,14.54526385391372,72,3.2791403790103955
1871,14.0847266721302,85,3.2778023632435644
1090,14.245571652657851,80,3.277174173801958
1586,13.829514978369913,93,3.276289454532335
919,13.171950547702703,118,3.275131293714521
960,12.644923819313766,143,3.2748938850411005
1152,14.920944856878982,62,3.274615690249294
1401,13.162182116346369,118,3.273670974630897
505,14.255913142067197,79,3.2736030230019724
1055,14.427582085072526,74,3.2726814625847958
4676,13.295168469826397,112,3.2722404145425283
1788,14.212548199915735,80,3.272237375201719
1350,14.41936954500155,74,3.2714537394680336
752,14.417415497262905,74,3.2711616216142083
475,14.680152373205445,67,3.2700786171047644
3035,13.998191606560203,86,3.2696280991370337
1205,14.026101129461791,85,3.269038213133527
808,14.051562181293471,84,3.268026596772276
1910,14.241293503211578,78,3.266235972223095
2916,13.202315451226228,114,3.265586400261175
521,14.12558140177712,81,3.264290735451453
1654,14.803499035269056,63,3.263545409868563
1966,14.3263610820912,75,3.2630055903152346
2049,13.256541224526783,111,3.2628043103042925
2737,12.069364493243208,171,3.262042586966595
4753,13.73090485853442,93,3.261547861478003
2975,13.759732592675933,92,3.2614517765174824
918,13.007489461045015,121,3.2608013027954
558,14.200351414264748,78,3.2601153872866266
1366,14.568103356921805,68,3.259341594452213
2294,13.65519312426745,95,3.258901845000305
602,14.836295939254,61,3.255370278976625
4513,13.963048747900473,84,3.2547943948735445
813,14.45444910183632,70,3.2541210655808737
3565,14.377424077007737,72,3.2540493874001477
880,12.66256509600601,135,3.253986202617004
670,14.525190179131725,68,3.2529263441239005
6357,13.854004732960885,87,3.2527808259737627
5259,12.90597318512871,123,3.2523233621455505
1188,14.29017820318452,74,3.25214044596036
3776,13.66726207076352,93,3.2520336647634367
2686,13.93861972847198,84,3.251142410029271
1291,13.517513371514417,98,3.2509951828720873
1816,13.62094013103228,94,3.249467854446763
2056,13.315225234836063,105,3.2488967381003864
1052,14.615657711554894,65,3.2481399081962037
5971,14.57144989183972,66,3.2477255848782303
1555,14.22136531537116,75,3.2473093831917
726,14.694357287491798,63,3.2472294046385217
773,13.434674168556954,100,3.2468500043631954
174,15.137066685008024,53,3.243426126619439
1422,13.951932623621316,82,3.243324418212927
1171,13.708114607884069,89,3.2402282858484703
4293,14.229264373033942,73,3.2375049423472175
5434,12.522491305752723,136,3.2360638257688263
876,12.598796809830285,132,3.2352649600422265
2288,14.247269082607955,72,3.234592033888851
5406,13.434389781483771,97,3.234386719671953
1662,14.785969820812491,59,3.234339914206347
457,13.459198665815125,96,3.233870589779504
1197,14.556481375387984,64,3.2330043744058012
