node,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
10012,1.297480324477686,3.567706047086831,-0.27674724046613414,-0.3292687271849621,-1.4531609219292683,0.5780390206106654,-0.2420654559933874,0.6245085271555312,0.368445621306475,-0.3703269708004367,-0.48923114251749594,0.18934596896612382,0.3342746532984628,-0.4450501159218224,0.31427562567066925,-0.11758715065686635,0.020398358765376736,0.00762431210147559,0.000337737921716871,-0.0008232614563602516
10013,-0.036618585770053946,2.576245172621574,0.13611326517951855,1.0011804712305143,-0.6564184530259466,-0.2156428546275809,-0.5746620426948155,0.044004322886514055,-0.634376472411699,0.08810407816301415,0.47235648267484964,-0.35408347078381547,0.17694793113568727,-0.06650303445154085,0.017733586606715288,-0.002248077486258378,0.0013069987546347303,0.001664547660370848,-0.00041977205186104514,0.001115760205960876
10014,-1.6842164424668782,-0.14536848080365483,-0.35077036581655324,0.7552984515684174,0.6348117108590404,0.26000116870361817,0.07122462557882063,0.23010130725648717,-0.17233077039828157,0.053778491049043656,-0.02676791849406661,0.004589019298468029,-0.0005600293969422897,-0.0007891746616232694,0.00034238388069766077,-0.0006990046397144335,-0.0001054209073450167,0.0012552372704064162,-0.0001550475683382322,7.234032651901959e-05
10015,10.404556525428683,-2.0116479873486908,0.1225030085569087,0.4663723984798405,-0.300045529092302,0.1407893435199849,0.11454852697308915,-0.1292035328496768,-0.05874816197787073,-0.03129081799519059,-0.03289490642115531,-0.054840365611390975,-0.05200500305866124,-0.0030600703907092464,0.013452924187344886,-0.010674793482619427,0.007495166704152526,0.035837302785122094,-0.004139820345370197,-0.010534029265868607
10016,-1.5597308981471865,0.1615308454770278,-0.10160573387968595,0.9010038514152356,0.7351996226165859,0.24241018393559585,0.17705218350680432,0.35324721653599733,-0.2514195278788141,0.07576203288502371,-0.036895966325159645,0.006627996733840708,-0.001165620359445606,-0.0009393206649304611,0.00013322440437608097,-0.0004665810442156072,-7.831692979361522e-05,0.0015646620493266804,-0.00015821342943155326,-7.270296353219705e-05
10017,7.571027866850225,-0.24245401951579024,-0.11052387189714302,-0.8391703314844748,0.7368604290454766,-0.6076613644463119,-0.34046960832049444,0.4455353221975686,0.3219603500072202,0.45790502841847014,0.320043097703926,0.3657790206394295,0.2002109798069977,0.0933369695397015,0.04150941667040663,0.02520390687605694,-0.1283065244258417,0.10309019056129451,-0.1566236377500938,-0.19555667704281815
10018,9.364563800480596,-1.359015798691347,0.22105333568428118,-0.1385138670491893,0.16352060905418186,-0.39767565878917255,-0.2789824860432211,0.2569967253158734,0.23029067511635257,0.2708161521334827,0.1282946300932966,0.17016349364091846,0.05284045818220003,-0.008060986821084902,-0.038037282243810935,-0.035791983992635786,-0.07303087794430285,0.051653275284341306,-0.017892445478323978,-0.08903690323903232
10019,5.635300659194483,1.7199648558281089,-0.811427218461813,-2.0497604199852857,1.6316753899492342,-1.0449513175496858,-0.6855630799349879,0.4529239155196783,0.32697218275881457,0.10821534562693885,-0.0772301112417735,-0.38771769315471766,-0.5470853394772238,-0.4547748074423412,-0.35186381868648947,-0.2835676296011467,0.009157385615154485,-0.4211142903944081,0.3135248095013139,-0.18564646093340523
1002,-1.2612690186407358,0.6132893270113298,-0.45873735846813435,1.0536124706594299,0.1139188178236637,-0.5585026435623505,0.4855495554156823,-0.18907623114331015,0.4813954825488365,-0.30956701744486687,0.18588085888009476,-0.04226142870114559,0.009786970329080281,-0.0019698771524233284,-0.0001401279388679678,-0.0009102042966138525,-0.00018897259342054757,-0.0009307659197245424,-0.00023784667241609803,-0.00011230417657447553
10020,-0.4990998596783895,1.669837382205991,-0.42594459430134346,0.8092139889083568,-0.6987538957152688,-0.42195813832008133,-0.30987668495295395,-0.09349939222679847,-0.2902934216432527,-0.027010505813186314,0.402870876177859,-0.27452549387954767,0.13433264396019814,-0.04989495721264115,0.013186815489002529,-0.001972967342017916,0.0009816319326707537,0.0008284231789036964,-0.00043881230142541226,0.0009607014097735659
10021,2.5612156881592716,2.461520831014902,-0.35604882288737294,-1.6194329098866904,0.4804258254388443,-0.14079458136261674,0.09658513952376475,-0.5713712350965053,-0.6101859740918416,-0.3733666319481701,-0.057636149276700736,0.11876553646451068,0.23270011991437548,0.2183250467068847,0.02183723752362619,-0.21793752986601064,-0.3456911137447468,-0.3319348963492343,-0.11781826715954857,0.009239616383407973
10022,-1.7176626872656922,-0.21076520937439258,-0.04199195085377906,0.48086267245960973,0.4527848930393483,0.1515125439567233,0.12331852085850824,0.23910667744707306,-0.16991489378305688,0.05127123082989292,-0.02506096620613224,0.004513813013153679,-0.0007909401618878974,-0.0006221836651772408,0.0001709085277766863,-0.00037574081643992516,-0.00011833817983632517,0.0011123269608576724,-0.00014214934976649086,-2.0555690383135743e-05
10023,-0.8821640153743467,0.9229125547907576,-0.472905342440077,0.5972283324911257,-0.06386850112736243,0.25541216770441616,-0.21790709038056022,0.2183844570056986,-0.024044740936356435,-0.27424921917264206,0.048921819364527455,0.20035953733613882,-0.20091213625727988,0.11369604594912515,-0.04721573110744037,0.010427031554373422,-0.0020466353457673954,-0.0022113010947577933,-0.0004867231110627815,-0.001726253619389902
10024,0.4582772527290953,2.8104085548429665,-0.4379334822507631,0.4333265209792469,-1.0541870757445115,0.30109502354013173,-0.5978510231471709,0.48161314795017357,-0.11722222038302077,-0.6216255730877045,0.09431533422450564,0.5040886008016803,-0.5033550250134511,0.28544085152947235,-0.11927761025945251,0.027814754293369087,-0.00480272354150427,-0.006356046510284342,-0.0010555726430482196,-0.004521831093365685
10025,-1.6250712707655568,-0.006389729711142174,-0.21979538808661253,0.7919706256748911,0.6295184814444913,0.18280386547496094,0.1966256103040224,0.3447949712340322,-0.24026436931149775,0.07175306421613252,-0.03491782792894015,0.006392105790495415,-0.00112053205717748,-0.0009061380886294753,0.00012118046398665861,-0.0004319438284455902,-5.099499497973931e-05,0.0015317782276562846,-0.00018409049125552336,-3.3656755766891185e-05
10026,-0.714652420288307,1.5965449377014798,0.08192496455037426,1.0404033704863553,-0.33952585459457557,-0.6878814771032358,0.06865578303291141,-0.3723994902141723,0.02553299971682452,0.3571473058459773,-0.4142369982735332,0.1410996284110157,-0.046281529790895864,0.01124341085231657,-0.00588684579881467,0.000917455993639547,6.380397679303256e-06,0.0005290586471611195,-0.0005369031708121228,9.16210180484748e-05
10027,-1.6250712707655568,-0.006389729711142174,-0.21979538808661253,0.7919706256748911,0.6295184814444913,0.18280386547496094,0.1966256103040224,0.3447949712340322,-0.24026436931149775,0.07175306421613252,-0.03491782792894015,0.006392105790495415,-0.00112053205717748,-0.0009061380886294753,0.00012118046398665861,-0.0004319438284455902,-5.099499497973931e-05,0.0015317782276562846,-0.00018409049125552336,-3.3656755766891185e-05
10028,8.316066447494459,1.4303334155806975,-0.6794403679421389,-1.7652497792110127,1.7700269385383625,-1.5675651111344502,-1.0408442736808514,0.875112586017963,0.6043548613881466,0.5127661956484413,0.15054125863045867,0.17792076278314325,0.06625908394337265,-0.0010404576672904077,-0.09701354925922608,-0.027586330938005044,0.013373485541200101,-0.039264647607868505,0.1792954710219773,-0.5233694045208322
10029,-1.3135233462186995,0.7817897133920538,0.5877796007679417,1.0805517942014635,0.8806717184375245,0.1865623976203902,0.3859813529093318,0.5866769698808796,-0.4002466545989778,0.1166666034193321,-0.05551853379577303,0.010427528163766549,-0.002416937296781817,-0.0011407391377091193,-0.0003325422231808485,0.00011056681985257104,-5.2158228078902754e-05,0.0020681594947711867,-0.00014176938620422442,-0.00040939109508825644
1003,0.4900638737288799,1.4708627827917309,-1.3883095507290726,-0.6042030267032661,-0.2126535929629722,0.5238718189953129,0.5986068248905732,-0.11315783049077947,0.36640501934450936,0.3169393834463085,0.19750521896141177,-0.195819125797424,-0.26708059106565946,0.16848450705208187,0.22795068021283546,-0.3007037322384931,0.1147756959420557,0.03312336061099854,0.0010971814682662032,-0.0028075894638213464
10030,-1.592944792033434,0.08329183186724781,-0.04051459658254088,0.7750859469033253,0.6419088920205323,0.18980014058450148,0.1971605390204246,0.35056695249695974,-0.24533308024216643,0.07320138579210424,-0.035496209718271325,0.006481813419671385,-0.0012129696782126763,-0.0008707210566407621,7.861039189219755e-05,-0.0003559573473464157,-7.535793051179391e-05,0.0014999533472514386,-0.00016138158116210977,-8.824981456254563e-05
10031,-1.225775798897056,0.8619599326391006,0.32587191858634185,1.074373615522937,0.5634237968365597,-0.06254222889874164,0.22342740096158772,-0.05060000245492385,0.22457950796882611,-0.16524289335230524,0.10177109596325032,-0.02424301086928117,0.0056693827738990964,-0.001399404218381163,4.710577488756796e-05,-0.0007867243145550197,-0.0003166344944294273,-0.0002645715658649807,-6.68679672769821e-05,-0.00023830190006191485
10032,2.9801977886073683,0.5294702670834303,-0.34587460540479287,-0.06758969594989261,0.4169344504283942,-0.023790778696595388,-0.2411698099710977,0.08373038686672733,0.22794580233313447,0.2569684256282398,0.269122980619423,0.2728485680636458,0.2460821498214483,0.32105301807793535,0.22301919157607852,0.14731993846759017,0.1719568223125606,-0.2659827092445311,0.1541145258986132,0.20993991269677328
10033,-1.9324008669318544,-0.6678124856876586,0.4458081659191137,-0.24288187036215503,0.09898931989397924,0.1749123405277883,-0.16269081898799972,-0.09751328087326937,0.04370595333191988,-0.009081213295800155,0.003624831822055196,-0.001241121616793322,0.0003681388785246999,0.00015280424484362824,0.00044892756113463204,-0.0004302017758945027,-0.000351819199725437,-0.00011250158502553856,8.532534714192004e-06,4.296324490532057e-05
10034,-1.6877871247984302,-0.08195062452073569,0.4642279549967517,0.352489332150043,0.5178053650383381,0.31921277365047396,-0.09679661246997766,0.060620235807239096,-0.07122763230550053,0.025648119994207887,-0.013131270725087893,0.0017086102955176936,-0.00018101062257007574,-0.0002727814416122977,0.00038820796168107506,-0.0005386954097816133,-0.0003151614044788368,0.000495891770744679,3.048539824395885e-06,-5.815221652382317e-05
10035,-1.966396523937055,-0.7578352035819749,0.42860393158308246,-0.3428900878587862,-0.004388730908135255,0.08956640608521137,-0.09737808981206096,-0.06243305003352941,0.02855786147229384,-0.00609317813401429,0.0024525018762162057,-0.0007923644511447219,0.00018162201800901566,0.00015357082472100973,0.00034386237231948656,-0.0002761586173116688,-0.00031196728998554894,-5.3771297974537653e-05,-2.1118971121561818e-05,2.7150815183391925e-05
10036,-1.966396523937055,-0.7578352035819749,0.42860393158308246,-0.3428900878587862,-0.004388730908135255,0.08956640608521137,-0.09737808981206096,-0.06243305003352941,0.02855786147229384,-0.00609317813401429,0.0024525018762162057,-0.0007923644511447219,0.00018162201800901566,0.00015357082472100973,0.00034386237231948656,-0.0002761586173116688,-0.00031196728998554894,-5.3771297974537653e-05,-2.1118971121561818e-05,2.7150815183391925e-05
10037,-1.966396523937055,-0.7578352035819749,0.42860393158308246,-0.3428900878587862,-0.004388730908135255,0.08956640608521137,-0.09737808981206096,-0.06243305003352941,0.02855786147229384,-0.00609317813401429,0.0024525018762162057,-0.0007923644511447219,0.00018162201800901566,0.00015357082472100973,0.00034386237231948656,-0.0002761586173116688,-0.00031196728998554894,-5.3771297974537653e-05,-2.1118971121561818e-05,2.7150815183391925e-05
10038,-0.7272346265479178,1.3011046264634663,-0.015169237924166712,0.6612720625309255,0.013163394330316186,0.3038639153075129,-0.25473575128114023,0.23574216249965538,-0.08825460342223934,-0.21289882191016185,-0.002175451930071488,0.21533521213425333,-0.20555565665698067,0.11474264491360121,-0.04774172750078726,0.010696884421109939,-0.002089261839191229,-0.0020822778632927042,-0.0004524141290346315,-0.001845481595643424
10039,-1.7051682960130983,-0.06608581145130014,0.560804101966681,0.4255895279486674,0.789985239070966,0.7453786238499057,-0.5992518585966355,-0.3319953219445176,0.14495829439565364,-0.029053732482717726,0.011460878276968164,-0.004240688427722904,0.0016148482957950001,0.00014768029867827807,0.0011512005886829045,-0.0014598516206340384,-0.0006181959285185034,-0.0005050644972631704,0.00020672808368210304,0.00014865612966515987
1004,0.4900638737288799,1.4708627827917309,-1.3883095507290726,-0.6042030267032661,-0.2126535929629722,0.5238718189953129,0.5986068248905732,-0.11315783049077947,0.36640501934450936,0.3169393834463085,0.19750521896141177,-0.195819125797424,-0.26708059106565946,0.16848450705208187,0.22795068021283546,-0.3007037322384931,0.1147756959420557,0.03312336061099854,0.0010971814682662032,-0.0028075894638213464
10040,-0.23378591642931648,1.7915180001868665,-0.31258077618467744,0.46041936755747276,-0.3703604657920508,0.2827154519575505,-0.23835016122434066,0.10518965613324822,0.1119756256354726,0.0016461764606405733,-0.29597680966128437,0.0518676037935695,0.185340519268938,-0.2163851190242592,0.14493832354126437,-0.053334772188679394,0.009164742153237855,0.004269286437908503,5.314495078202439e-05,0.0002570653998959319
10041,-1.9933803949519835,-0.8292902546698796,0.41494816254873074,-0.42227107587584833,-0.08644450609707226,0.02182352686111774,-0.04553646017546166,-0.03458830433531742,0.016534144536924703,-0.0037214411976943113,0.001521971248712283,-0.0004361658498635561,3.357525705084531e-05,0.00015417929340071505,0.0002604674403517192,-0.00015388768366577827,-0.00028033504966864,-7.154446586397784e-06,-4.465469536857649e-05,1.4599783621222846e-05
10042,-2.0395096271363746,-0.9514434713287482,0.3916034711924188,-0.5579737712096506,-0.22671978030315681,-0.0939836900811282,0.043087391050365104,0.013012602840585847,-0.004020535328102617,0.00033306987506003644,-6.878136595399403e-05,0.00017275968099020387,-0.00021951235245514113,0.00015521947747911417,0.00011790286251137639,5.51358580059596e-05,-0.00022625937767614996,7.253758722887845e-05,-8.488928171897538e-05,-6.856346552429819e-06
10043,-0.3258371794694498,1.1840894577247927,-0.35453439995667363,-0.2862654128868208,-0.44646677192885426,0.35518269515814715,0.034059596115174784,0.050938554600096594,0.19588790457655778,0.1813176160895601,-0.0720274829578308,-0.27247036490835846,0.14000171411343165,0.12812432628706302,-0.24209932853846675,0.1361269271540688,-0.03308960172484595,-0.00731878757826634,0.0012758989804776103,-0.0005029813156967508
10044,-2.0395096271363746,-0.9514434713287482,0.3916034711924188,-0.5579737712096506,-0.22671978030315681,-0.0939836900811282,0.043087391050365104,0.013012602840585847,-0.004020535328102617,0.00033306987506003644,-6.878136595399403e-05,0.00017275968099020387,-0.00021951235245514113,0.00015521947747911417,0.00011790286251137639,5.51358580059596e-05,-0.00022625937767614996,7.253758722887845e-05,-8.488928171897538e-05,-6.856346552429819e-06
10045,-2.0395096271363746,-0.9514434713287482,0.3916034711924188,-0.5579737712096506,-0.22671978030315681,-0.0939836900811282,0.043087391050365104,0.013012602840585847,-0.004020535328102617,0.00033306987506003644,-6.878136595399403e-05,0.00017275968099020387,-0.00021951235245514113,0.00015521947747911417,0.00011790286251137639,5.51358580059596e-05,-0.00022625937767614996,7.253758722887845e-05,-8.488928171897538e-05,-6.856346552429819e-06
10046,-2.0395096271363746,-0.9514434713287482,0.3916034711924188,-0.5579737712096506,-0.22671978030315681,-0.0939836900811282,0.043087391050365104,0.013012602840585847,-0.004020535328102617,0.00033306987506003644,-6.878136595399403e-05,0.00017275968099020387,-0.00021951235245514113,0.00015521947747911417,0.00011790286251137639,5.51358580059596e-05,-0.00022625937767614996,7.253758722887845e-05,-8.488928171897538e-05,-6.856346552429819e-06
10047,-2.0395096271363746,-0.9514434713287482,0.3916034711924188,-0.5579737712096506,-0.22671978030315681,-0.0939836900811282,0.043087391050365104,0.013012602840585847,-0.004020535328102617,0.00033306987506003644,-6.878136595399403e-05,0.00017275968099020387,-0.00021951235245514113,0.00015521947747911417,0.00011790286251137639,5.51358580059596e-05,-0.00022625937767614996,7.253758722887845e-05,-8.488928171897538e-05,-6.856346552429819e-06
10048,-2.0395096271363746,-0.9514434713287482,0.3916034711924188,-0.5579737712096506,-0.22671978030315681,-0.0939836900811282,0.043087391050365104,0.013012602840585847,-0.004020535328102617,0.00033306987506003644,-6.878136595399403e-05,0.00017275968099020387,-0.00021951235245514113,0.00015521947747911417,0.00011790286251137639,5.51358580059596e-05,-0.00022625937767614996,7.253758722887845e-05,-8.488928171897538e-05,-6.856346552429819e-06
10049,-2.0395096271363746,-0.9514434713287482,0.3916034711924188,-0.5579737712096506,-0.22671978030315681,-0.0939836900811282,0.043087391050365104,0.013012602840585847,-0.004020535328102617,0.00033306987506003644,-6.878136595399403e-05,0.00017275968099020387,-0.00021951235245514113,0.00015521947747911417,0.00011790286251137639,5.51358580059596e-05,-0.00022625937767614996,7.253758722887845e-05,-8.488928171897538e-05,-6.856346552429819e-06
1005,0.919186559304183,2.5791635623902347,-0.698602894733928,-0.5164743576326608,-0.6766526668664689,0.9130196687628889,0.06392529927547742,0.29703365974706347,0.4965327322832571,0.015883033210691407,-0.12784924791030405,-0.26158698206647163,0.059203157164549186,0.3193724472027321,-0.4568443018449669,0.24397124233746567,-0.05889282059035963,-0.015208273954315465,0.00220610601831699,-0.0026190176524544576
10050,-1.7001114024066142,-0.052694827229743404,0.5633632518782424,0.44046586687564343,0.8053628446301712,0.7580739310815343,-0.6089672031931912,-0.3372135471731205,0.147211590717112,-0.029498206196029803,0.011635263722935454,-0.0043074415792059,0.0016425928962096588,0.0001475662690279587,0.0011668291579881361,-0.00148276572003329,-0.0006241239465455994,-0.0005138006959208254,0.00021113877973838146,0.00015100824701802054
10051,-1.551330505697178,0.2612933649086595,0.5024653545070932,0.7175810497317094,0.8376924066640358,0.5243784221068528,-0.2022326447468371,0.03988874118935641,-0.07591961590633642,0.03010041121646482,-0.015793656699549782,0.0017144896455234821,1.4510814606084729e-05,-0.0003987209914744035,0.0005710612584867213,-0.0008645594853801359,-0.00038053336680342646,0.000561695156233906,5.806148948400389e-05,-5.753416376848751e-05
10052,-1.832138547657757,-0.4642026108765318,0.39117580879962266,-0.07216280771168139,0.07884433176793976,-0.043180783566557294,0.1805325000672592,0.20957694622396691,-0.1355490429258711,0.03833583263619334,-0.018109185866323957,0.0036141106178025355,-0.0009729933807963596,-0.0002695264112412789,-5.791695057263412e-05,0.00011539840931343686,-0.00014594332248283088,0.0007452706987486388,-0.00012285686793570317,-0.00012529452028556728
10053,-0.659878151694093,1.2582959628378163,0.29039737891977957,0.32263777669697097,0.19104799701574265,0.6925128105066666,-0.25323280148677607,0.27879335263134647,0.08345239462371036,-0.14752773350021708,-0.15949533286714385,0.07684863958895366,0.10146702265519444,-0.14493642721847974,0.10514586577916923,-0.04023473446757826,0.006517305154562166,0.0027899322874638853,0.00020794031045734095,-0.0004639158343123414
10054,-1.8932834207377358,-0.5642269358352013,0.4656043919737463,-0.12780640450792172,0.21794231848688622,0.27311650225155076,-0.23784357067448697,-0.13787870290764462,0.06113625827269035,-0.012519426143088612,0.0049737851183863915,-0.0017574885832796199,0.0005827563884731725,0.0001519221719629053,0.000569821882127569,-0.0006074530926292971,-0.00039767520229494794,-0.00018008018317795376,4.2651339475851735e-05,6.115797691921368e-05
10055,-2.0395096271363746,-0.9514434713287482,0.3916034711924188,-0.5579737712096506,-0.22671978030315681,-0.0939836900811282,0.043087391050365104,0.013012602840585847,-0.004020535328102617,0.00033306987506003644,-6.878136595399403e-05,0.00017275968099020387,-0.00021951235245514113,0.00015521947747911417,0.00011790286251137639,5.51358580059596e-05,-0.00022625937767614996,7.253758722887845e-05,-8.488928171897538e-05,-6.856346552429819e-06
10056,-2.0395096271363746,-0.9514434713287482,0.3916034711924188,-0.5579737712096506,-0.22671978030315681,-0.0939836900811282,0.043087391050365104,0.013012602840585847,-0.004020535328102617,0.00033306987506003644,-6.878136595399403e-05,0.00017275968099020387,-0.00021951235245514113,0.00015521947747911417,0.00011790286251137639,5.51358580059596e-05,-0.00022625937767614996,7.253758722887845e-05,-8.488928171897538e-05,-6.856346552429819e-06
10057,-2.0395096271363746,-0.9514434713287482,0.3916034711924188,-0.5579737712096506,-0.22671978030315681,-0.0939836900811282,0.043087391050365104,0.013012602840585847,-0.004020535328102617,0.00033306987506003644,-6.878136595399403e-05,0.00017275968099020387,-0.00021951235245514113,0.00015521947747911417,0.00011790286251137639,5.51358580059596e-05,-0.00022625937767614996,7.253758722887845e-05,-8.488928171897538e-05,-6.856346552429819e-06
